pais,nombre,puntos,precio,provincia,region_1,region_2,variedad,vina,titulo_resena
Francia,Brut Rosé,88,54.0,Champagne,Champagne,,Pinot Noir,Charles-Gilbert de Vindé,Charles-Gilbert de Vindé NV Brut Rosé Pinot Noir (Champagne)
Estados Unidos,,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Grenache,Chatter Creek,Chatter Creek 2006 Grenache (Columbia Valley (WA))
Estados Unidos,Semi-Dry,86,18.0,New York,Finger Lakes,Finger Lakes,Riesling,McGregor,McGregor 2010 Semi-Dry Riesling (Finger Lakes)
Estados Unidos,,87,15.0,California,Monterey County,Central Coast,Rosé,Chloe,Chloe 2015 Rosé (Monterey County)
Francia,Herrenweg,86,,Alsace,Alsace,,Gewürztraminer,Domaine Barmès-Buecher,Domaine Barmès-Buecher 2008 Herrenweg Gewurztraminer (Alsace)
Estados Unidos,Griva Vineyard,86,22.0,California,Arroyo Seco,Central Coast,Sauvignon Blanc,Bernardus,Bernardus 2014 Griva Vineyard Sauvignon Blanc (Arroyo Seco)
Italia,,88,20.0,Tuscany,Rosso di Montalcino,,Sangiovese Grosso,Uccelliera,Uccelliera 2009  Rosso di Montalcino
Estados Unidos,Los Odios,89,28.0,Washington,Walla Walla Valley (WA),Columbia Valley,Ensamblaje Blanco,Ardor,Ardor 2014 Los Odios White (Walla Walla Valley (WA))
Italia,Bricco Rocche,93,270.0,Piedmont,Barolo,,Nebbiolo,Ceretto,Ceretto 2013 Bricco Rocche  (Barolo)
Austria,Rosenberg,92,25.0,Wagram,,,Grüner Veltliner,Anton Bauer,Anton Bauer 2016 Rosenberg Grüner Veltliner (Wagram)
Georgia,Satrapezo,84,40.0,Kakheti,,,Saperavi,Telavi,Telavi 2007 Satrapezo Saperavi (Kakheti)
Estados Unidos,,86,12.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Skyfall,Skyfall 2014 Chardonnay (Columbia Valley (WA))
Estados Unidos,The Chief,88,28.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Board Track Racer,Board Track Racer 2015 The Chief Cabernet Sauvignon (Columbia Valley (WA))
Estados Unidos,Parmelee-Hill Vineyard Owl Ridge Block,91,38.0,California,Sonoma Coast,Sonoma,Syrah,Saxon Brown,Saxon Brown 2010 Parmelee-Hill Vineyard Owl Ridge Block Syrah (Sonoma Coast)
Estados Unidos,"Heritage Collection, Six Clones",84,12.0,California,Lodi,Central Valley,Merlot,Peirano,"Peirano 2010 Heritage Collection, Six Clones Merlot (Lodi)"
Francia,,90,23.0,Provence,Côtes de Provence Sainte-Victoire,,Provance Ensamblaje Tinto,Mas de Cadenet,Mas de Cadenet 2013 Red (Côtes de Provence Sainte-Victoire)
Estados Unidos,Thornwood Reserve,85,49.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Challenger Ridge,Challenger Ridge 2010 Thornwood Reserve Red (Columbia Valley (WA))
Estados Unidos,,87,30.0,California,Napa Valley,Napa,Merlot,Marilyn,Marilyn 2010 Merlot (Napa Valley)
Nueva Zelanda,,89,39.0,Central Otago,,,Pinot Noir,Chard Farm,Chard Farm 2006 Pinot Noir (Central Otago)
Francia,Brut,87,16.0,Alsace,Crémant d'Alsace,,Sparkling Blend,Domaine Michel Fonne,Domaine Michel Fonne NV Brut Sparkling (Crémant d'Alsace)
Estados Unidos,,88,15.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Ded.Reckoning,Ded.Reckoning 2015 Sauvignon Blanc (Columbia Valley (WA))
Alemania,Sweet Red,86,11.0,Rheinhessen,,,Dornfelder,Sun Garden,Sun Garden 2013 Sweet Red Dornfelder (Rheinhessen)
Estados Unidos,Reserve,91,32.0,California,Santa Maria Valley,Central Coast,Chardonnay,Rusack,Rusack 2011 Reserve Chardonnay (Santa Maria Valley)
Francia,Domaine Clos de la Chapelle En Carelle Premier Cru,93,84.0,Burgundy,Volnay,,Pinot Noir,Meurgey-Croses,Meurgey-Croses 2015 Domaine Clos de la Chapelle En Carelle Premier Cru  (Volnay)
Estados Unidos,Upland Vineyard,93,45.0,Washington,Snipes Mountain,Columbia Valley,Grenache,Latta,Latta 2011 Upland Vineyard Grenache (Snipes Mountain)
Estados Unidos,,90,49.0,Oregon,Oregon,Oregon Other,Pinot Noir,MacPhail,MacPhail 2012 Pinot Noir (Oregon)
Estados Unidos,,86,8.0,California,California,California Other,Moscato,Coastal Ridge,Coastal Ridge 2010 Moscato (California)
Alemania,Abtsberg Kabinett,85,35.0,Mosel,,,Riesling,Maximin Grünhäuser,Maximin Grünhäuser 2009 Abtsberg Kabinett Riesling (Mosel)
Italia,Cartizze Dry,90,50.0,Veneto,Valdobbiadene Superiore di Cartizze,,Glera,Bisol,Bisol 2014 Cartizze Dry  (Valdobbiadene Superiore di Cartizze)
Italia,,89,50.0,Piedmont,Barolo,,Nebbiolo,Paolo Scavino,Paolo Scavino 2009  Barolo
España,GR5 Senders,83,12.0,Catalonia,Penedès,,Xarel-lo,Vins El Cep,Vins El Cep 2015 GR5 Senders Xarel-lo (Penedès)
Italia,22,89,30.0,Southern Italy,Fiano di Avellino,,Fiano,Villa Raiano,Villa Raiano 2014 22  (Fiano di Avellino)
Austria,13,89,,Niederösterreich,,,Grüner Veltliner,Winzer Krems,Winzer Krems 2016 13 Grüner Veltliner (Niederösterreich)
Estados Unidos,Reserve,91,107.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Chimney Rock,Chimney Rock 2004 Reserve Cabernet Sauvignon (Stags Leap District)
Francia,Brut Rosé,87,25.0,Alsace,Alsace,,Pinot Noir,Domaine Zinck,Domaine Zinck NV Brut Rosé Pinot Noir (Alsace)
Argentina,,90,12.0,Mendoza,Mendoza,,Malbec,Septima,Septima 2006 Malbec (Mendoza)
Sudáfrica,Sincerely,87,14.0,Western Cape,,,Shiraz,Neil Ellis,Neil Ellis 2007 Sincerely Shiraz (Western Cape)
Italia,Lellè Extra Dry,82,14.0,Veneto,Prosecco,,Glera,Fattoria Giuseppe Savini,Fattoria Giuseppe Savini NV Lellè Extra Dry  (Prosecco)
Estados Unidos,,91,35.0,California,Sta. Rita Hills,Central Coast,Syrah,Epiphany,Epiphany 2009 Syrah (Sta. Rita Hills)
Francia,,85,25.0,Burgundy,Saint-Véran,,Chardonnay,Georges Duboeuf,Georges Duboeuf 2014  Saint-Véran
Estados Unidos,Reserve,87,25.0,Michigan,Old Mission Peninsula,,Gamay,Chateau Grand Traverse,Chateau Grand Traverse 2012 Reserve Gamay (Old Mission Peninsula)
España,Rosado,82,10.0,Northern Spain,Rioja,,Rosé,Bodegas Valdemar,Bodegas Valdemar 2013 Rosado Rosé (Rioja)
Estados Unidos,Peacock Patch Reserve,87,25.0,California,Livermore Valley,Central Coast,Zinfandel,Ruby Hill Winery,Ruby Hill Winery 2009 Peacock Patch Reserve Zinfandel (Livermore Valley)
Sudáfrica,,86,10.0,Stellenbosch,,,Chenin Blanc,Spier,Spier 2011 Chenin Blanc (Stellenbosch)
Estados Unidos,,84,20.0,California,Monterey County,Central Coast,Pinot Noir,Dahlia,Dahlia 2008 Pinot Noir (Monterey County)
Francia,La Madone Vieilles Vignes,90,25.0,Beaujolais,Fleurie,,Gamay,Domaine Chaintreuil,Domaine Chaintreuil 2014 La Madone Vieilles Vignes  (Fleurie)
Estados Unidos,3 L,85,25.0,California,California,California Other,Pinot Grigio,Black Box,Black Box 2009 3 L Pinot Grigio (California)
Estados Unidos,,85,14.0,California,Lodi,Central Valley,Chardonnay,Gen5,Gen5 2011 Chardonnay (Lodi)
Francia,Brut Prestige,90,,Champagne,Champagne,,Champagne Ensamblaje,Piot-Sévillano,Piot-Sévillano NV Brut Prestige  (Champagne)
Estados Unidos,Ancestral,86,10.0,California,California,California Other,Ensamblaje Tinto,Gen5,Gen5 2014 Ancestral Red (California)
Chile,Reserve - Special Cuvee,84,10.0,Valle de Colchagua,,,Merlot,Montes,Montes 2001 Reserve - Special Cuvee Merlot (Colchagua Valley)
Argentina,,89,20.0,Otra,Alto Valle del Río Negro,,Pinot Noir,Verum,Verum 2013 Pinot Noir (Alto Valle del Río Negro)
Estados Unidos,Casa De Vinas Reserve,89,40.0,California,Livermore Valley,Central Coast,Petite Sirah,Nottingham Cellars,Nottingham Cellars 2009 Casa De Vinas Reserve Petite Sirah (Livermore Valley)
Estados Unidos,Warnecke Ranch,86,47.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Sutro,Sutro 2012 Warnecke Ranch Cabernet Sauvignon (Alexander Valley)
Chile,Gran Reserva,89,17.0,Valle de Colchagua,,,Carmenère,Koyle,Koyle 2014 Gran Reserva Carmenère (Colchagua Valley)
Estados Unidos,Artisan Series Sangiacomo Vineyard,93,75.0,California,Carneros,Napa-Sonoma,Pinot Noir,Artesa,Artesa 2009 Artisan Series Sangiacomo Vineyard Pinot Noir (Carneros)
Argentina,Bramare Marchiori Vineyard,88,46.0,Mendoza,Perdriel,,Chardonnay,Viña Cobos,Viña Cobos 2012 Bramare Marchiori Vineyard Chardonnay (Perdriel)
Estados Unidos,,87,12.0,California,Sonoma Coast,Sonoma,Chardonnay,Broken Clouds,Broken Clouds 2014 Chardonnay (Sonoma Coast)
Australia,Old Vine,87,15.0,South Australia,McLaren Vale,,Grenache,Normans,Normans 2002 Old Vine Grenache (McLaren Vale)
Italia,Col Disore,89,39.0,Northeastern Italy,Collio,,Ensamblaje Blanco,Russiz Superiore,Russiz Superiore 2013 Col Disore White (Collio)
Austria,Ried Klaus Federspiel,90,,Wachau,,,Riesling,Josef Jamek,Josef Jamek 2013 Ried Klaus Federspiel Riesling (Wachau)
Italia,,94,48.0,Piedmont,Barbaresco,,Nebbiolo,Sottimano,Sottimano 2012  Barbaresco
Italia,Ruio Brut,87,,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Malibràn,Malibràn 2012 Ruio Brut  (Conegliano Valdobbiadene Prosecco Superiore)
Nueva Zelanda,,86,13.0,Marlborough,,,Sauvignon Blanc,Twin Islands,Twin Islands 2016 Sauvignon Blanc (Marlborough)
Estados Unidos,Old Vine,91,45.0,California,Howell Mountain,Napa,Zinfandel,Howell Mountain Vineyards,Howell Mountain Vineyards 2011 Old Vine Zinfandel (Howell Mountain)
España,Macán Clásico,91,60.0,Northern Spain,Rioja,,Tempranillo,Benjamin de Rothschild & Vega Sicilia SA,Benjamin de Rothschild & Vega Sicilia SA 2012 Macán Clásico  (Rioja)
Italia,Vigne del Brà,87,28.0,Veneto,Soave Colli Scaligeri,,Garganega,Filippi,Filippi 2014 Vigne del Brà  (Soave Colli Scaligeri)
Italia,,91,,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Tenuta Oliveto,Tenuta Oliveto 2006  Brunello di Montalcino
Portugal,Casal Garcia,85,8.0,Vinho Verde,,,Portuguese White,Aveleda,Aveleda 2015 Casal Garcia White (Vinho Verde)
Francia,,86,27.0,Burgundy,Bourgogne,,Chardonnay,Domaine Jessiaume,Domaine Jessiaume 2010  Bourgogne
Estados Unidos,The Hive,92,30.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ebony,Ebony 2013 The Hive Chardonnay (Willamette Valley)
Francia,,86,14.0,Loire Valley,Rosé d'Anjou,,Rosé,Domaine du Petit Clocher,Domaine du Petit Clocher 2016  Rosé d'Anjou
Francia,La Roseraie,83,11.0,Loire Valley,Rosé d'Anjou,,Rosé,Marquis de Goulaine,Marquis de Goulaine 2015 La Roseraie  (Rosé d'Anjou)
Estados Unidos,Lake William,92,170.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Jarvis,Jarvis 2010 Lake William Red (Napa Valley)
España,Crianza,91,13.0,Northern Spain,Ribera del Duero,,Tempranillo Ensamblaje,Condado de Oriza,Condado de Oriza 2005 Crianza  (Ribera del Duero)
Estados Unidos,La Fraternité,94,20.0,Washington,Yakima Valley,Columbia Valley,Ensamblaje Tinto Tipo Rhône,Kevin White,Kevin White 2011 La Fraternité Red (Yakima Valley)
Estados Unidos,,84,24.0,New York,North Fork of Long Island,Long Island,Rosé,Waters Crest,Waters Crest 2010 Rosé (North Fork of Long Island)
Francia,Michel Lynch Bio,86,,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Jean-Michel Cazes,Jean-Michel Cazes 2011 Michel Lynch Bio  (Bordeaux)
Estados Unidos,Winston Hill Vineyard Patriarch,93,225.0,California,Rutherford,Napa,Cabernet Sauvignon,Frank Family,Frank Family 2012 Winston Hill Vineyard Patriarch Cabernet Sauvignon (Rutherford)
Australia,,87,30.0,South Australia,McLaren Vale,,Cabernet Sauvignon,Aramis,Aramis 2005 Cabernet Sauvignon (McLaren Vale)
Chile,Reserva,84,12.0,Valle de Maule,,,Carmenère,Chilensis,Chilensis 2008 Reserva Carmenère (Maule Valley)
Chile,Estate Cabernet Sauvignon-Petit Verdot,90,15.0,Valle de Colchagua,,,Ensamblaje Tinto,Estampa,Estampa 2011 Estate Cabernet Sauvignon-Petit Verdot Red (Colchagua Valley)
Estados Unidos,Reserve,89,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Spindrift Cellars,Spindrift Cellars 2014 Reserve Pinot Noir (Willamette Valley)
Estados Unidos,,88,28.0,California,Napa Valley,Napa,Merlot,Rutherford Hill,Rutherford Hill 2014 Merlot (Napa Valley)
Italia,Nizza Vignali,87,48.0,Piedmont,Barbera d'Asti Superiore,,Barbera,L'Armangia,L'Armangia 2010 Nizza Vignali  (Barbera d'Asti Superiore)
Chile,Xplorador,85,8.0,Valle de Rapel,,,Merlot,Concha y Toro,Concha y Toro 1999 Xplorador Merlot (Rapel Valley)
Francia,,86,45.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Vieux Robin,Château Vieux Robin 2011  Médoc
Italia,Susucaru 2 Rosato,85,,Sicily & Sardinia,Etna,,Rosé,Frank Cornelissen,Frank Cornelissen 2008 Susucaru 2 Rosato Rosé (Etna)
Portugal,Alta Corte,87,9.0,Lisboa,,,Portuguese Red,DFJ Vinhos,DFJ Vinhos 2011 Alta Corte Red (Lisboa)
Estados Unidos,,90,25.0,California,California,California Other,Merlot,Black Box,Black Box 2009 Merlot (California)
Francia,Rosé Brut,85,20.0,Loire Valley,Crémant de Loire,,Sparkling Blend,Ackerman,Ackerman NV Rosé Brut Sparkling (Crémant de Loire)
Alemania,Ürziger Würzgarten Auslese,93,64.0,Mosel,,,Riesling,Dr. Loosen,Dr. Loosen 2012 Ürziger Würzgarten Auslese Riesling (Mosel)
Francia,La Landonne,94,105.0,Rhône Valley,Côte Rôtie,,Ensamblaje Tinto Tipo Rhône,Delas Frères,Delas Frères 1999 La Landonne  (Côte Rôtie)
Argentina,Alluvia Parcel,91,100.0,Mendoza,Tupungato,,Malbec,Doña Paula,Doña Paula 2010 Alluvia Parcel Malbec (Tupungato)
Francia,Les Cailloux,87,70.0,Rhône Valley,Châteauneuf-du-Pape,,Ensamblaje Blanco Tipo Rhône,André Brunel,André Brunel 2012 Les Cailloux White (Châteauneuf-du-Pape)
España,Giné Giné,89,27.0,Catalonia,Priorat,,Ensamblaje Tinto,Buil & Giné,Buil & Giné 2013 Giné Giné Red (Priorat)
Francia,,90,90.0,Burgundy,Vosne-Romanée,,Pinot Noir,Louis Latour,Louis Latour 2012  Vosne-Romanée
España,Crianza,86,14.0,Northern Spain,Somontano,,Cabernet Sauvignon-Tempranillo,Viñas del Vero,Viñas del Vero 2012 Crianza Cabernet Sauvignon-Tempranillo (Somontano)
Grecia,Eurynome Red Dry Wine Xinomavro-Negoska,87,27.0,Goumenissa,,,Ensamblaje Tinto,Chatzivariti,Chatzivariti 2010 Eurynome Red Dry Wine Xinomavro-Negoska Red (Goumenissa)
Australia,,93,75.0,Western Australia,Margaret River,,Cabernet Sauvignon,Moss Wood,Moss Wood 2004 Cabernet Sauvignon (Margaret River)
Estados Unidos,The Maneater Derby Vineyard,93,30.0,California,Paso Robles,Central Coast,Ensamblaje Tinto,Derby,Derby 2011 The Maneater Derby Vineyard Red (Paso Robles)
Estados Unidos,Madrona,89,23.0,Washington,Columbia Valley (WA),Columbia Valley,Ensamblaje Tinto,Camaraderie,Camaraderie 2009 Madrona Red (Columbia Valley (WA))
Nueva Zelanda,,92,25.0,Marlborough,,,Pinot Gris,Greywacke,Greywacke 2011 Pinot Gris (Marlborough)
Italia,,90,35.0,Southern Italy,Aglianico del Vulture,,Aglianico,Re Manfredi,Re Manfredi 2012  Aglianico del Vulture
Italia,,88,20.0,Northeastern Italy,Alto Adige Valle Isarco,,Sylvaner,Abbazia di Novacella,Abbazia di Novacella 2014 Sylvaner (Alto Adige Valle Isarco)
Estados Unidos,Red Wine,91,50.0,Washington,Columbia Valley (WA),Columbia Valley,Ensamblaje Tinto,Chester Kidder,Chester Kidder 2005 Red Wine Red (Columbia Valley (WA))
Argentina,Rosa Brut Nature Malbec Rosé,88,20.0,Mendoza,Mendoza,,Sparkling Blend,Belasco de Baquedano,Belasco de Baquedano NV Rosa Brut Nature Malbec Rosé Sparkling (Mendoza)
Estados Unidos,Margarita Vineyard,88,20.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Broadside,Broadside 2012 Margarita Vineyard Cabernet Sauvignon (Paso Robles)
Francia,The Furst,85,,Alsace,Alsace,,Pinot Blanc,Cave de Kientzheim-Kaysersberg,Cave de Kientzheim-Kaysersberg 2010 The Furst Pinot Blanc (Alsace)
Estados Unidos,Bossman,92,75.0,California,Central Coast,Central Coast,Syrah,Sanguis,Sanguis 2011 Bossman Syrah (Central Coast)
Austria,Loibner Klostersatz Federspiel,90,,Wachau,,,Grüner Veltliner,F X Pichler,F X Pichler 2012 Loibner Klostersatz Federspiel Grüner Veltliner (Wachau)
Estados Unidos,,88,48.0,Oregon,Willamette Valley,,Pinot Noir,Angela Estate,Angela Estate 2012 Pinot Noir
Brazil,130 Brut,88,33.0,Brazil,,,Champagne Ensamblaje,Casa Valduga,Casa Valduga NV 130 Brut  (Brazil)
Austria,,89,23.0,Südoststeiermark,,,Grauburgunder,Neumeister,Neumeister 2013 Grauburgunder (Südoststeiermark)
España,Castillo Ducay,83,9.0,Northern Spain,Cariñena,,Ensamblaje Tinto,Bodegas San Valero,Bodegas San Valero 2013 Castillo Ducay Red (Cariñena)
Portugal,,84,,Tejo,,,Sauvignon Blanc,Quinta da Alorna,Quinta da Alorna 2015 Sauvignon Blanc (Tejo)
Estados Unidos,Route 121,85,15.0,California,Carneros,Napa-Sonoma,Chardonnay,RouteStock,RouteStock 2010 Route 121 Chardonnay (Carneros)
Francia,Schlossberg Grand Cru,93,36.0,Alsace,Alsace,,Riesling,Paul Blanck,Paul Blanck 2012 Schlossberg Grand Cru Riesling (Alsace)
Francia,,85,17.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Pezat,Pezat 2013  Bordeaux Blanc
Estados Unidos,,86,13.0,Washington,Yakima Valley,Columbia Valley,Ensamblaje Tinto,Lone Birch,Lone Birch 2015 Red (Yakima Valley)
Estados Unidos,Unoaked,83,17.0,Washington,Wahluke Slope,Columbia Valley,Chardonnay,Gilbert Cellars,Gilbert Cellars 2008 Unoaked Chardonnay (Wahluke Slope)
Italia,Riserva,85,29.0,Tuscany,Chianti Classico,,Ensamblaje Tinto,Valiano,Valiano 2008 Riserva  (Chianti Classico)
Francia,Les Baronnes,87,23.0,Loire Valley,Sancerre,,Sauvignon Blanc,Henri Bourgeois,Henri Bourgeois 2012 Les Baronnes  (Sancerre)
Estados Unidos,Sawmill Creek Vineyards,86,28.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Billsboro,Billsboro 2013 Sawmill Creek Vineyards Cabernet Sauvignon (Finger Lakes)
Argentina,,83,9.0,Mendoza,Mendoza,,Malbec,Origin,Origin 2009 Malbec (Mendoza)
Francia,Le Cengle Vieilles Vignes,87,17.0,Provence,Côtes de Provence,,Rosé,Château de la Galinière,Château de la Galinière 2013 Le Cengle Vieilles Vignes Rosé (Côtes de Provence)
Estados Unidos,,86,36.0,California,Carneros,Napa-Sonoma,Chardonnay,Derbes,Derbes 2006 Chardonnay (Carneros)
Francia,Brut Rosé,94,299.0,Champagne,Champagne,,Champagne Ensamblaje,Krug,Krug NV Brut Rosé  (Champagne)
Estados Unidos,,87,22.0,California,Chalk Hill,Sonoma,Chardonnay,Rodney Strong,Rodney Strong 2014 Chardonnay (Chalk Hill)
Estados Unidos,Salzgeber Vineyard,90,45.0,California,Russian River Valley,Sonoma,Pinot Noir,WesMar,WesMar 2014 Salzgeber Vineyard Pinot Noir (Russian River Valley)
Estados Unidos,,83,10.0,Oregon,Southern Oregon,Southern Oregon,Gewürztraminer,Bridgeview,Bridgeview 2006 Gewürztraminer (Southern Oregon)
Estados Unidos,Mary Evelyn Vineyard,88,23.0,Washington,Yakima Valley,Columbia Valley,Touriga Nacional,Wilridge,Wilridge 2015 Mary Evelyn Vineyard Touriga Nacional (Yakima Valley)
Chile,,92,50.0,Valle de Colchagua,,,Cabernet Sauvignon-Carmenère,Neyen,Neyen 2012 Cabernet Sauvignon-Carmenère (Colchagua Valley)
Estados Unidos,,86,13.0,California,California,California Other,Chardonnay,Muddy Boot,Muddy Boot 2014 Chardonnay (California)
Estados Unidos,Tell-Tale Super-Tuscan-Style,86,19.0,Washington,Columbia Valley (WA),Columbia Valley,Ensamblaje Blanco,Genoa,Genoa 2014 Tell-Tale Super-Tuscan-Style White (Columbia Valley (WA))
Estados Unidos,Brut Reserve,87,36.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa,Mumm Napa NV Brut Reserve Sparkling (Napa Valley)
Estados Unidos,,84,15.0,California,Arroyo Seco,Central Coast,Merlot,Jekel,Jekel 2006 Merlot (Arroyo Seco)
Estados Unidos,Clos de Betz,94,48.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Betz Family,Betz Family 2008 Clos de Betz Red (Columbia Valley (WA))
Portugal,Colheita,84,17.0,Douro,,,Portuguese Rosé,Quinta do Portal,Quinta do Portal 2012 Colheita Rosé (Douro)
Italia,Shymer,87,17.0,Sicily & Sardinia,Sicilia,,Ensamblaje Tinto,Baglio di Pianetto,Baglio di Pianetto 2009 Shymer Red (Sicilia)
Estados Unidos,Champoux Vineyard,92,55.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Januik,Januik 2014 Champoux Vineyard Cabernet Sauvignon (Horse Heaven Hills)
Estados Unidos,,86,18.0,California,California,California Other,Moscato,100 Percent Wine,100 Percent Wine 2015 Moscato (California)
Francia,,90,38.0,Burgundy,Fixin,,Chardonnay,Alex Gambal,Alex Gambal 2014  Fixin
Australia,1927 Vines,90,33.0,Victoria,Nagambie Lakes,,Marsanne,Tahbilk,Tahbilk 2006 1927 Vines Marsanne (Nagambie Lakes)
Francia,,84,15.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Suau,Château Suau 2015  Bordeaux Blanc
Francia,Meursault Charmes Premier Cru,94,103.0,Burgundy,Meursault,,Chardonnay,Louis Jadot,Louis Jadot 2014 Meursault Charmes Premier Cru  (Meursault)
Estados Unidos,,82,17.0,California,Alexander Valley,Sonoma,Chardonnay,Souverain,Souverain 2008 Chardonnay (Alexander Valley)
Francia,Odé d'Aydie,93,19.0,Southwest France,Madiran,,Tannat,Château d'Aydie,Château d'Aydie 2012 Odé d'Aydie Tannat (Madiran)
Serbia,Margus Margi,86,22.0,Župa,,,Riesling,Budimir,Budimir 2008 Margus Margi Riesling (Župa)
Italia,Terra di Vulcano Dry,85,15.0,Southern Italy,Basilicata,,Moscato,Bisceglia,Bisceglia 2011 Terra di Vulcano Dry Moscato (Basilicata)
Estados Unidos,Two Vines,85,8.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Columbia Crest,Columbia Crest 2005 Two Vines Cabernet Sauvignon (Columbia Valley (WA))
Italia,Sanct Valentin,89,48.0,Northeastern Italy,Alto Adige,,Pinot Nero,Cantina Produttori San Michele Appiano,Cantina Produttori San Michele Appiano 2011 Sanct Valentin Pinot Nero (Alto Adige)
Estados Unidos,,88,10.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Barnard Griffin,Barnard Griffin 2009 Riesling (Columbia Valley (WA))
